"Date","Price","Open","High","Low","Vol.","Change %"
"04/05/2023","1.2457","1.2500","1.2514","1.2431","","-0.34%"
"04/04/2023","1.2499","1.2413","1.2525","1.2393","","0.71%"
"04/03/2023","1.2411","1.2325","1.2423","1.2273","","0.63%"
"03/31/2023","1.2333","1.2383","1.2423","1.2323","","-0.40%"
"03/30/2023","1.2383","1.2311","1.2393","1.2292","","0.58%"
"03/29/2023","1.2311","1.2341","1.2361","1.2301","","-0.24%"
"03/28/2023","1.2340","1.2282","1.2349","1.2279","","0.46%"
"03/27/2023","1.2284","1.2225","1.2293","1.2216","","0.44%"
"03/24/2023","1.2230","1.2288","1.2292","1.2188","","-0.45%"
"03/23/2023","1.2285","1.2266","1.2343","1.2260","","0.17%"
"03/22/2023","1.2264","1.2213","1.2335","1.2206","","0.41%"
"03/21/2023","1.2214","1.2277","1.2282","1.2177","","-0.51%"
"03/20/2023","1.2276","1.2204","1.2284","1.2165","","0.83%"
"03/17/2023","1.2175","1.2108","1.2200","1.2097","","0.56%"
"03/16/2023","1.2107","1.2066","1.2128","1.2026","","0.35%"
"03/15/2023","1.2065","1.2158","1.2181","1.2009","","-0.76%"
"03/14/2023","1.2158","1.2182","1.2203","1.2134","","-0.19%"
"03/13/2023","1.2181","1.2035","1.2199","1.2035","","1.27%"
"03/10/2023","1.2028","1.1924","1.2113","1.1906","","0.86%"
"03/09/2023","1.1925","1.1843","1.1939","1.1830","","0.70%"
"03/08/2023","1.1842","1.1835","1.1859","1.1802","","0.13%"
"03/07/2023","1.1827","1.2023","1.2065","1.1820","","-1.61%"
"03/06/2023","1.2021","1.2034","1.2048","1.1991","","-0.16%"
"03/03/2023","1.2040","1.1941","1.2048","1.1937","","0.83%"
"03/02/2023","1.1941","1.2028","1.2036","1.1922","","-0.75%"
"03/01/2023","1.2031","1.2019","1.2088","1.1963","","0.09%"
"02/28/2023","1.2020","1.2063","1.2143","1.2016","","-0.35%"
"02/27/2023","1.2062","1.1954","1.2066","1.1921","","0.99%"
"02/24/2023","1.1944","1.2010","1.2041","1.1927","","-0.57%"
"02/23/2023","1.2013","1.2053","1.2074","1.1990","","-0.26%"
"02/22/2023","1.2044","1.2111","1.2135","1.2033","","-0.59%"
"02/21/2023","1.2115","1.2038","1.2147","1.1984","","0.64%"
"02/20/2023","1.2038","1.2046","1.2057","1.2013","","0.02%"
"02/17/2023","1.2035","1.1996","1.2051","1.1913","","0.35%"
"02/16/2023","1.1993","1.2026","1.2074","1.1963","","-0.27%"
"02/15/2023","1.2026","1.2170","1.2181","1.1988","","-1.18%"
"02/14/2023","1.2170","1.2135","1.2268","1.2116","","0.29%"
"02/13/2023","1.2135","1.2066","1.2151","1.2029","","0.64%"
"02/10/2023","1.2058","1.2120","1.2139","1.2046","","-0.53%"
"02/09/2023","1.2122","1.2070","1.2193","1.2054","","0.42%"
"02/08/2023","1.2071","1.2042","1.2109","1.2034","","0.24%"
"02/07/2023","1.2042","1.2022","1.2095","1.1958","","0.22%"
"02/06/2023","1.2016","1.2038","1.2077","1.2002","","-0.29%"
"02/03/2023","1.2051","1.2223","1.2265","1.2045","","-1.41%"
"02/02/2023","1.2223","1.2376","1.2400","1.2219","","-1.24%"
"02/01/2023","1.2376","1.2317","1.2393","1.2270","","0.45%"
"01/31/2023","1.2320","1.2348","1.2370","1.2281","","-0.26%"
"01/30/2023","1.2352","1.2397","1.2417","1.2335","","-0.36%"
"01/27/2023","1.2397","1.2406","1.2418","1.2342","","-0.07%"
"01/26/2023","1.2406","1.2400","1.2430","1.2342","","0.05%"
"01/25/2023","1.2400","1.2332","1.2404","1.2280","","0.58%"
"01/24/2023","1.2328","1.2376","1.2413","1.2260","","-0.36%"
"01/23/2023","1.2373","1.2399","1.2447","1.2321","","-0.16%"
"01/20/2023","1.2393","1.2389","1.2404","1.2332","","0.03%"
"01/19/2023","1.2389","1.2349","1.2397","1.2310","","0.35%"
"01/18/2023","1.2346","1.2288","1.2435","1.2251","","0.47%"
"01/17/2023","1.2288","1.2199","1.2300","1.2167","","0.80%"
"01/16/2023","1.2191","1.2214","1.2289","1.2169","","-0.29%"
"01/13/2023","1.2226","1.2208","1.2248","1.2147","","0.21%"
"01/12/2023","1.2200","1.2144","1.2246","1.2085","","0.48%"
"01/11/2023","1.2142","1.2154","1.2178","1.2097","","-0.11%"
"01/10/2023","1.2155","1.2188","1.2197","1.2107","","-0.23%"
"01/09/2023","1.2183","1.2092","1.2209","1.2085","","0.75%"
"01/06/2023","1.2092","1.1912","1.2099","1.1838","","1.56%"
"01/05/2023","1.1906","1.2050","1.2077","1.1871","","-1.22%"
"01/04/2023","1.2053","1.1966","1.2087","1.1952","","0.73%"
"01/03/2023","1.1966","1.2044","1.2084","1.1898","","-0.66%"
"01/02/2023","1.2045","1.2095","1.2098","1.2033","","-0.43%"
"12/30/2022","1.2097","1.2062","1.2107","1.2008","","0.37%"
"12/29/2022","1.2052","1.2013","1.2078","1.2011","","0.32%"
"12/28/2022","1.2013","1.2025","1.2125","1.1999","","-0.07%"
"12/27/2022","1.2021","1.2061","1.2112","1.1999","","-0.32%"
"12/26/2022","1.2060","1.2042","1.2081","1.2042","","0.02%"
"12/23/2022","1.2058","1.2043","1.2090","1.2015","","0.12%"
"12/22/2022","1.2043","1.2076","1.2147","1.1990","","-0.33%"
"12/21/2022","1.2083","1.2179","1.2192","1.2052","","-0.80%"
"12/20/2022","1.2181","1.2154","1.2222","1.2082","","0.29%"
"12/19/2022","1.2146","1.2149","1.2241","1.2117","","0.05%"
"12/16/2022","1.2140","1.2178","1.2223","1.2116","","-0.30%"
"12/15/2022","1.2176","1.2424","1.2431","1.2153","","-1.97%"
"12/14/2022","1.2421","1.2357","1.2445","1.2339","","0.54%"
"12/13/2022","1.2354","1.2272","1.2443","1.2245","","0.68%"
"12/12/2022","1.2270","1.2244","1.2299","1.2208","","0.12%"
"12/09/2022","1.2255","1.2231","1.2322","1.2204","","0.18%"
"12/08/2022","1.2233","1.2200","1.2247","1.2151","","0.28%"
"12/07/2022","1.2199","1.2132","1.2234","1.2103","","0.51%"
"12/06/2022","1.2137","1.2183","1.2269","1.2124","","-0.42%"
"12/05/2022","1.2188","1.2264","1.2344","1.2158","","-0.81%"
"12/02/2022","1.2287","1.2252","1.2299","1.2133","","0.28%"
"12/01/2022","1.2253","1.2054","1.2309","1.2050","","1.63%"
"11/30/2022","1.2056","1.1949","1.2087","1.1897","","0.86%"
"11/29/2022","1.1953","1.1952","1.2064","1.1942","","-0.04%"
"11/28/2022","1.1958","1.2075","1.2118","1.1937","","-1.12%"
"11/25/2022","1.2093","1.2108","1.2127","1.2055","","-0.14%"
"11/24/2022","1.2110","1.2051","1.2153","1.2045","","0.48%"
"11/23/2022","1.2052","1.1884","1.2080","1.1869","","1.42%"
"11/22/2022","1.1883","1.1821","1.1902","1.1815","","0.52%"
"11/21/2022","1.1821","1.1885","1.1901","1.1776","","-0.53%"
"11/18/2022","1.1884","1.1862","1.1950","1.1854","","0.19%"
"11/17/2022","1.1862","1.1912","1.1957","1.1760","","-0.39%"
"11/16/2022","1.1908","1.1863","1.1942","1.1829","","0.42%"
"11/15/2022","1.1858","1.1749","1.2025","1.1737","","0.90%"
"11/14/2022","1.1752","1.1803","1.1828","1.1707","","-0.70%"
"11/11/2022","1.1835","1.1714","1.1854","1.1645","","1.04%"
"11/10/2022","1.1713","1.1356","1.1731","1.1349","","3.14%"
"11/09/2022","1.1356","1.1541","1.1566","1.1331","","-1.56%"
"11/08/2022","1.1536","1.1511","1.1599","1.1427","","0.22%"
"11/07/2022","1.1511","1.1301","1.1541","1.1288","","1.20%"
"11/04/2022","1.1375","1.1164","1.1381","1.1145","","1.88%"
"11/03/2022","1.1165","1.1394","1.1421","1.1149","","-1.97%"
"11/02/2022","1.1389","1.1484","1.1564","1.1385","","-0.82%"
"11/01/2022","1.1483","1.1469","1.1566","1.1434","","0.12%"
"10/31/2022","1.1469","1.1605","1.1613","1.1456","","-1.21%"
"10/28/2022","1.1610","1.1561","1.1623","1.1501","","0.40%"
"10/27/2022","1.1564","1.1616","1.1645","1.1547","","-0.54%"
"10/26/2022","1.1627","1.1474","1.1638","1.1428","","1.40%"
"10/25/2022","1.1467","1.1277","1.1499","1.1268","","1.70%"
"10/24/2022","1.1275","1.1354","1.1408","1.1255","","-0.24%"
"10/21/2022","1.1302","1.1242","1.1314","1.1058","","0.61%"
"10/20/2022","1.1233","1.1221","1.1335","1.1169","","0.17%"
"10/19/2022","1.1214","1.1318","1.1357","1.1182","","-0.92%"
"10/18/2022","1.1318","1.1353","1.1410","1.1253","","-0.31%"
"10/17/2022","1.1353","1.1173","1.1439","1.1173","","1.64%"
"10/14/2022","1.1170","1.1329","1.1365","1.1149","","-1.40%"
"10/13/2022","1.1329","1.1104","1.1379","1.1054","","2.04%"
"10/12/2022","1.1103","1.0966","1.1133","1.0922","","1.28%"
"10/11/2022","1.0963","1.1054","1.1180","1.0950","","-0.83%"
"10/10/2022","1.1055","1.1080","1.1111","1.1017","","-0.26%"
"10/07/2022","1.1084","1.1161","1.1225","1.1053","","-0.66%"
"10/06/2022","1.1158","1.1325","1.1383","1.1113","","-1.48%"
"10/05/2022","1.1326","1.1474","1.1495","1.1224","","-1.28%"
"10/04/2022","1.1473","1.1321","1.1489","1.1278","","1.33%"
"10/03/2022","1.1322","1.1156","1.1334","1.1083","","1.45%"
"09/30/2022","1.1160","1.1113","1.1234","1.1020","","0.40%"
"09/29/2022","1.1115","1.0884","1.1119","1.0759","","2.08%"
"09/28/2022","1.0888","1.0731","1.0915","1.0537","","1.46%"
"09/27/2022","1.0731","1.0688","1.0838","1.0651","","0.44%"
"09/26/2022","1.0684","1.0856","1.0931","1.0382","","-1.58%"
"09/23/2022","1.0856","1.1255","1.1273","1.0836","","-3.56%"
"09/22/2022","1.1257","1.1267","1.1364","1.1210","","-0.08%"
"09/21/2022","1.1266","1.1374","1.1385","1.1235","","-0.99%"
"09/20/2022","1.1379","1.1432","1.1460","1.1354","","-0.44%"
"09/19/2022","1.1429","1.1413","1.1442","1.1352","","0.15%"
"09/16/2022","1.1412","1.1465","1.1480","1.1348","","-0.44%"
"09/15/2022","1.1463","1.1543","1.1549","1.1459","","-0.62%"
"09/14/2022","1.1535","1.1492","1.1589","1.1477","","0.38%"
"09/13/2022","1.1491","1.1690","1.1738","1.1489","","-1.61%"
"09/12/2022","1.1679","1.1592","1.1710","1.1591","","0.79%"
"09/09/2022","1.1587","1.1501","1.1647","1.1494","","0.76%"
"09/08/2022","1.1500","1.1526","1.1560","1.1458","","-0.22%"
"09/07/2022","1.1525","1.1517","1.1539","1.1403","","0.08%"
"09/06/2022","1.1516","1.1514","1.1609","1.1490","","0.03%"
"09/05/2022","1.1513","1.1515","1.1521","1.1441","","0.05%"
"09/02/2022","1.1507","1.1542","1.1588","1.1493","","-0.30%"
"09/01/2022","1.1542","1.1621","1.1625","1.1497","","-0.69%"
"08/31/2022","1.1622","1.1647","1.1693","1.1596","","-0.28%"
"08/30/2022","1.1655","1.1707","1.1760","1.1619","","-0.44%"
"08/29/2022","1.1707","1.1747","1.1751","1.1645","","-0.34%"
"08/26/2022","1.1747","1.1830","1.1900","1.1730","","-0.69%"
"08/25/2022","1.1829","1.1800","1.1864","1.1781","","0.27%"
"08/24/2022","1.1797","1.1839","1.1840","1.1753","","-0.29%"
"08/23/2022","1.1831","1.1775","1.1876","1.1716","","0.56%"
"08/22/2022","1.1765","1.1822","1.1837","1.1739","","-0.52%"
"08/19/2022","1.1827","1.1926","1.1940","1.1789","","-0.86%"
"08/18/2022","1.1930","1.2046","1.2079","1.1920","","-0.97%"
"08/17/2022","1.2047","1.2092","1.2141","1.2025","","-0.38%"
"08/16/2022","1.2093","1.2054","1.2117","1.2005","","0.32%"
"08/15/2022","1.2054","1.2131","1.2148","1.2047","","-0.63%"
"08/12/2022","1.2130","1.2207","1.2215","1.2098","","-0.67%"
"08/11/2022","1.2212","1.2226","1.2249","1.2179","","-0.11%"
"08/10/2022","1.2225","1.2073","1.2276","1.2062","","1.20%"
"08/09/2022","1.2080","1.2076","1.2130","1.2060","","0.03%"
"08/08/2022","1.2076","1.2071","1.2137","1.2044","","0.04%"
"08/05/2022","1.2071","1.2156","1.2168","1.2001","","-0.71%"
"08/04/2022","1.2157","1.2142","1.2198","1.2063","","0.12%"
"08/03/2022","1.2143","1.2176","1.2207","1.2097","","-0.24%"
"08/02/2022","1.2172","1.2244","1.2279","1.2155","","-0.62%"
"08/01/2022","1.2248","1.2163","1.2293","1.2153","","0.67%"
"07/29/2022","1.2166","1.2171","1.2245","1.2060","","-0.02%"
"07/28/2022","1.2169","1.2146","1.2191","1.2100","","0.15%"
"07/27/2022","1.2151","1.2028","1.2186","1.2017","","1.05%"
"07/26/2022","1.2025","1.2041","1.2090","1.1961","","-0.14%"
"07/25/2022","1.2042","1.2002","1.2085","1.1957","","0.33%"
"07/22/2022","1.2002","1.1993","1.2063","1.1915","","0.08%"
"07/21/2022","1.1993","1.1965","1.2003","1.1888","","0.20%"
"07/20/2022","1.1969","1.1988","1.2037","1.1951","","-0.22%"
"07/19/2022","1.1995","1.1952","1.2045","1.1922","","0.34%"
"07/18/2022","1.1954","1.1874","1.2033","1.1859","","0.86%"
"07/15/2022","1.1852","1.1820","1.1874","1.1802","","0.25%"
"07/14/2022","1.1822","1.1889","1.1894","1.1757","","-0.56%"
"07/13/2022","1.1889","1.1883","1.1967","1.1825","","0.03%"
"07/12/2022","1.1885","1.1884","1.1916","1.1804","","-0.03%"
"07/11/2022","1.1889","1.2027","1.2039","1.1863","","-1.15%"
"07/08/2022","1.2027","1.2022","1.2056","1.1916","","0.05%"
"07/07/2022","1.2021","1.1922","1.2029","1.1906","","0.76%"
"07/06/2022","1.1930","1.1957","1.1989","1.1873","","-0.23%"
"07/05/2022","1.1957","1.2106","1.2125","1.1897","","-1.22%"
"07/04/2022","1.2105","1.2101","1.2165","1.2082","","0.09%"
"07/01/2022","1.2094","1.2176","1.2181","1.1973","","-0.67%"
"06/30/2022","1.2175","1.2125","1.2188","1.2089","","0.41%"
"06/29/2022","1.2125","1.2179","1.2212","1.2103","","-0.47%"
"06/28/2022","1.2182","1.2263","1.2291","1.2177","","-0.67%"
"06/27/2022","1.2264","1.2262","1.2332","1.2235","","0.02%"
"06/24/2022","1.2262","1.2258","1.2319","1.2238","","0.02%"
"06/23/2022","1.2260","1.2267","1.2294","1.2167","","-0.05%"
"06/22/2022","1.2266","1.2274","1.2314","1.2159","","-0.05%"
"06/21/2022","1.2272","1.2255","1.2324","1.2240","","0.18%"
"06/20/2022","1.2250","1.2223","1.2280","1.2196","","0.21%"
"06/17/2022","1.2224","1.2352","1.2369","1.2170","","-1.03%"
"06/16/2022","1.2351","1.2183","1.2406","1.2038","","1.42%"
"06/15/2022","1.2178","1.1993","1.2204","1.1983","","1.54%"
"06/14/2022","1.1993","1.2128","1.2207","1.1932","","-1.16%"
"06/13/2022","1.2134","1.2323","1.2325","1.2105","","-1.46%"
"06/10/2022","1.2314","1.2491","1.2517","1.2298","","-1.41%"
"06/09/2022","1.2490","1.2539","1.2557","1.2484","","-0.39%"
"06/08/2022","1.2539","1.2591","1.2597","1.2510","","-0.39%"
"06/07/2022","1.2588","1.2530","1.2599","1.2428","","0.46%"
"06/06/2022","1.2530","1.2491","1.2577","1.2474","","0.36%"
"06/03/2022","1.2485","1.2576","1.2589","1.2481","","-0.72%"
"06/02/2022","1.2576","1.2482","1.2586","1.2466","","0.75%"
"06/01/2022","1.2482","1.2600","1.2616","1.2456","","-0.94%"
"05/31/2022","1.2600","1.2651","1.2655","1.2558","","-0.40%"
"05/30/2022","1.2650","1.2615","1.2659","1.2611","","0.27%"
"05/27/2022","1.2616","1.2597","1.2666","1.2583","","0.17%"
"05/26/2022","1.2594","1.2564","1.2620","1.2548","","0.24%"
"05/25/2022","1.2564","1.2530","1.2590","1.2478","","0.28%"
"05/24/2022","1.2529","1.2587","1.2598","1.2469","","-0.47%"
"05/23/2022","1.2588","1.2476","1.2600","1.2474","","0.81%"
"05/20/2022","1.2487","1.2462","1.2499","1.2436","","0.22%"
"05/19/2022","1.2460","1.2336","1.2524","1.2334","","0.99%"
"05/18/2022","1.2338","1.2490","1.2501","1.2327","","-1.22%"
"05/17/2022","1.2490","1.2315","1.2498","1.2313","","1.40%"
"05/16/2022","1.2317","1.2233","1.2329","1.2215","","0.46%"
"05/13/2022","1.2261","1.2198","1.2265","1.2154","","0.51%"
"05/12/2022","1.2199","1.2259","1.2260","1.2164","","-0.42%"
"05/11/2022","1.2250","1.2323","1.2400","1.2234","","-0.58%"
"05/10/2022","1.2322","1.2330","1.2375","1.2290","","-0.07%"
"05/09/2022","1.2331","1.2336","1.2406","1.2258","","-0.05%"
"05/06/2022","1.2337","1.2363","1.2380","1.2273","","-0.22%"
"05/05/2022","1.2364","1.2623","1.2637","1.2324","","-2.04%"
"05/04/2022","1.2621","1.2501","1.2640","1.2451","","0.98%"
"05/03/2022","1.2498","1.2493","1.2569","1.2470","","0.06%"
"05/02/2022","1.2491","1.2587","1.2599","1.2472","","-0.64%"
"04/29/2022","1.2571","1.2457","1.2616","1.2449","","0.92%"
"04/28/2022","1.2456","1.2555","1.2572","1.2410","","-0.73%"
"04/27/2022","1.2548","1.2575","1.2603","1.2501","","-0.19%"
"04/26/2022","1.2572","1.2742","1.2774","1.2570","","-1.32%"
"04/25/2022","1.2740","1.2861","1.2862","1.2696","","-0.76%"
"04/22/2022","1.2837","1.3032","1.3037","1.2822","","-1.47%"
"04/21/2022","1.3028","1.3068","1.3091","1.3022","","-0.29%"
"04/20/2022","1.3066","1.2998","1.3072","1.2992","","0.54%"
"04/19/2022","1.2996","1.3017","1.3042","1.2979","","-0.09%"
"04/18/2022","1.3008","1.3060","1.3066","1.3004","","-0.38%"
"04/15/2022","1.3058","1.3067","1.3081","1.3047","","-0.05%"
"04/14/2022","1.3065","1.3116","1.3149","1.3032","","-0.38%"
"04/13/2022","1.3115","1.2998","1.3119","1.2972","","0.91%"
"04/12/2022","1.2997","1.3032","1.3054","1.2994","","-0.25%"
"04/11/2022","1.3029","1.3043","1.3058","1.2989","","-0.02%"
"04/08/2022","1.3031","1.3077","1.3087","1.2981","","-0.32%"
"04/07/2022","1.3073","1.3069","1.3108","1.3051","","0.04%"
"04/06/2022","1.3068","1.3083","1.3110","1.3044","","0.00%"
"04/05/2022","1.3068","1.3115","1.3168","1.3066","","-0.34%"
"04/04/2022","1.3113","1.3114","1.3139","1.3092","","0.01%"
"04/01/2022","1.3112","1.3136","1.3154","1.3085","","-0.16%"
"03/31/2022","1.3133","1.3132","1.3177","1.3105","","0.02%"
"03/30/2022","1.3131","1.3092","1.3184","1.3083","","0.36%"
"03/29/2022","1.3084","1.3086","1.3161","1.3050","","0.00%"
"03/28/2022","1.3084","1.3190","1.3191","1.3067","","-0.79%"
"03/25/2022","1.3188","1.3195","1.3226","1.3159","","0.04%"
"03/24/2022","1.3183","1.3205","1.3216","1.3156","","-0.15%"
"03/23/2022","1.3203","1.3264","1.3300","1.3174","","-0.45%"
"03/22/2022","1.3263","1.3170","1.3275","1.3119","","0.74%"
"03/21/2022","1.3165","1.3182","1.3211","1.3125","","-0.11%"
"03/18/2022","1.3180","1.3149","1.3198","1.3110","","0.26%"
"03/17/2022","1.3146","1.3150","1.3213","1.3087","","0.01%"
"03/16/2022","1.3145","1.3042","1.3164","1.3031","","0.82%"
"03/15/2022","1.3038","1.3002","1.3090","1.2999","","0.29%"
"03/14/2022","1.3000","1.3038","1.3081","1.3000","","-0.28%"
"03/11/2022","1.3036","1.3087","1.3127","1.3026","","-0.36%"
"03/10/2022","1.3083","1.3176","1.3196","1.3080","","-0.73%"
"03/09/2022","1.3179","1.3103","1.3191","1.3087","","0.58%"
"03/08/2022","1.3103","1.3104","1.3146","1.3081","","0.01%"
"03/07/2022","1.3102","1.3227","1.3252","1.3101","","-0.93%"
"03/04/2022","1.3225","1.3346","1.3356","1.3201","","-0.91%"
"03/03/2022","1.3346","1.3406","1.3420","1.3316","","-0.43%"
"03/02/2022","1.3403","1.3325","1.3409","1.3270","","0.62%"
"03/01/2022","1.3321","1.3421","1.3439","1.3300","","-0.73%"
"02/28/2022","1.3419","1.3407","1.3434","1.3312","","0.10%"
"02/25/2022","1.3405","1.3378","1.3441","1.3365","","0.22%"
"02/24/2022","1.3375","1.3544","1.3551","1.3271","","-1.23%"
"02/23/2022","1.3542","1.3584","1.3622","1.3534","","-0.29%"
"02/22/2022","1.3582","1.3604","1.3606","1.3537","","-0.12%"
"02/21/2022","1.3598","1.3595","1.3640","1.3585","","0.06%"
"02/18/2022","1.3590","1.3614","1.3644","1.3572","","-0.18%"
"02/17/2022","1.3614","1.3586","1.3640","1.3555","","0.23%"
"02/16/2022","1.3583","1.3536","1.3602","1.3527","","0.37%"
"02/15/2022","1.3533","1.3525","1.3569","1.3485","","0.05%"
"02/14/2022","1.3526","1.3558","1.3574","1.3493","","-0.25%"
"02/11/2022","1.3560","1.3554","1.3611","1.3513","","0.04%"
"02/10/2022","1.3555","1.3534","1.3645","1.3522","","0.17%"
"02/09/2022","1.3532","1.3542","1.3591","1.3526","","-0.07%"
"02/08/2022","1.3541","1.3537","1.3565","1.3506","","0.05%"
"02/07/2022","1.3534","1.3530","1.3553","1.3489","","0.04%"
"02/04/2022","1.3529","1.3598","1.3616","1.3504","","-0.49%"
"02/03/2022","1.3595","1.3577","1.3629","1.3537","","0.13%"
"02/02/2022","1.3577","1.3516","1.3589","1.3515","","0.42%"
"02/01/2022","1.3520","1.3447","1.3530","1.3433","","0.56%"
"01/31/2022","1.3445","1.3399","1.3462","1.3386","","0.31%"
"01/28/2022","1.3404","1.3381","1.3434","1.3363","","0.14%"
"01/27/2022","1.3385","1.3465","1.3470","1.3357","","-0.56%"
"01/26/2022","1.3461","1.3493","1.3526","1.3443","","-0.26%"
"01/25/2022","1.3496","1.3487","1.3520","1.3435","","0.08%"
"01/24/2022","1.3485","1.3556","1.3566","1.3439","","-0.51%"
"01/21/2022","1.3554","1.3600","1.3604","1.3544","","-0.30%"
"01/20/2022","1.3595","1.3612","1.3663","1.3585","","-0.08%"
"01/19/2022","1.3606","1.3595","1.3650","1.3586","","0.09%"
"01/18/2022","1.3594","1.3647","1.3663","1.3572","","-0.37%"
"01/17/2022","1.3645","1.3675","1.3692","1.3636","","-0.20%"
"01/14/2022","1.3673","1.3707","1.3744","1.3652","","-0.23%"
"01/13/2022","1.3705","1.3700","1.3750","1.3699","","0.03%"
"01/12/2022","1.3701","1.3635","1.3715","1.3621","","0.48%"
"01/11/2022","1.3635","1.3576","1.3637","1.3561","","0.44%"
"01/10/2022","1.3575","1.3589","1.3605","1.3532","","-0.07%"
"01/07/2022","1.3585","1.3532","1.3598","1.3527","","0.42%"
"01/06/2022","1.3528","1.3556","1.3561","1.3489","","-0.19%"
"01/05/2022","1.3554","1.3534","1.3600","1.3521","","0.16%"
"01/04/2022","1.3532","1.3474","1.3558","1.3458","","0.45%"
"01/03/2022","1.3471","1.3531","1.3543","1.3431","","-0.43%"
"12/31/2021","1.3529","1.3496","1.3551","1.3465","","0.26%"
"12/30/2021","1.3494","1.3488","1.3522","1.3454","","0.06%"
"12/29/2021","1.3486","1.3436","1.3500","1.3408","","0.39%"
"12/28/2021","1.3434","1.3442","1.3463","1.3414","","-0.02%"
"12/27/2021","1.3437","1.3387","1.3446","1.3387","","0.39%"
"12/24/2021","1.3385","1.3410","1.3422","1.3384","","-0.14%"
"12/23/2021","1.3404","1.3354","1.3439","1.3341","","0.42%"
"12/22/2021","1.3348","1.3262","1.3364","1.3240","","0.63%"
"12/21/2021","1.3265","1.3207","1.3272","1.3197","","0.44%"
"12/20/2021","1.3207","1.3247","1.3247","1.3172","","-0.26%"
"12/17/2021","1.3242","1.3322","1.3341","1.3230","","-0.58%"
"12/16/2021","1.3319","1.3259","1.3376","1.3240","","0.42%"
"12/15/2021","1.3263","1.3240","1.3284","1.3171","","0.19%"
"12/14/2021","1.3238","1.3218","1.3257","1.3190","","0.17%"
"12/13/2021","1.3216","1.3237","1.3270","1.3206","","-0.40%"
"12/10/2021","1.3269","1.3220","1.3277","1.3187","","0.38%"
"12/09/2021","1.3219","1.3205","1.3224","1.3170","","0.08%"
"12/08/2021","1.3209","1.3243","1.3262","1.3167","","-0.25%"
"12/07/2021","1.3242","1.3265","1.3291","1.3209","","-0.17%"
"12/06/2021","1.3264","1.3245","1.3288","1.3218","","0.25%"
"12/03/2021","1.3231","1.3309","1.3312","1.3209","","-0.56%"
"12/02/2021","1.3306","1.3280","1.3335","1.3271","","0.22%"
"12/01/2021","1.3277","1.3299","1.3353","1.3261","","-0.14%"
"11/30/2021","1.3295","1.3314","1.3372","1.3195","","-0.12%"
"11/29/2021","1.3311","1.3342","1.3364","1.3286","","-0.22%"
"11/26/2021","1.3340","1.3320","1.3369","1.3278","","0.15%"
"11/25/2021","1.3320","1.3328","1.3355","1.3305","","-0.04%"
"11/24/2021","1.3325","1.3378","1.3391","1.3316","","-0.37%"
"11/23/2021","1.3374","1.3395","1.3411","1.3341","","-0.16%"
"11/22/2021","1.3396","1.3455","1.3460","1.3384","","-0.42%"
"11/19/2021","1.3452","1.3492","1.3511","1.3407","","-0.27%"
"11/18/2021","1.3488","1.3484","1.3515","1.3463","","0.06%"
"11/17/2021","1.3480","1.3431","1.3498","1.3396","","0.39%"
"11/16/2021","1.3427","1.3423","1.3474","1.3405","","0.07%"
"11/15/2021","1.3418","1.3423","1.3450","1.3403","","0.04%"
"11/12/2021","1.3413","1.3373","1.3427","1.3353","","0.31%"
"11/11/2021","1.3371","1.3405","1.3434","1.3358","","-0.22%"
"11/10/2021","1.3401","1.3558","1.3566","1.3400","","-1.13%"
"11/09/2021","1.3554","1.3563","1.3609","1.3523","","-0.05%"
"11/08/2021","1.3561","1.3498","1.3581","1.3449","","0.50%"
"11/05/2021","1.3494","1.3494","1.3510","1.3424","","-0.03%"
"11/04/2021","1.3498","1.3686","1.3699","1.3470","","-1.36%"
"11/03/2021","1.3684","1.3612","1.3693","1.3606","","0.51%"
"11/02/2021","1.3614","1.3665","1.3680","1.3605","","-0.42%"
"11/01/2021","1.3672","1.3683","1.3694","1.3642","","-0.14%"
"10/29/2021","1.3691","1.3791","1.3805","1.3668","","-0.70%"
"10/28/2021","1.3788","1.3749","1.3816","1.3721","","0.31%"
"10/27/2021","1.3746","1.3769","1.3782","1.3708","","-0.15%"
"10/26/2021","1.3766","1.3769","1.3830","1.3757","","-0.01%"
"10/25/2021","1.3768","1.3755","1.3793","1.3741","","0.12%"
"10/22/2021","1.3751","1.3792","1.3816","1.3736","","-0.29%"
"10/21/2021","1.3791","1.3824","1.3835","1.3776","","-0.24%"
"10/20/2021","1.3824","1.3797","1.3836","1.3742","","0.21%"
"10/19/2021","1.3795","1.3728","1.3835","1.3722","","0.51%"
"10/18/2021","1.3725","1.3751","1.3766","1.3708","","-0.17%"
"10/15/2021","1.3749","1.3673","1.3774","1.3667","","0.56%"
"10/14/2021","1.3673","1.3657","1.3736","1.3654","","0.10%"
"10/13/2021","1.3659","1.3588","1.3665","1.3576","","0.54%"
"10/12/2021","1.3585","1.3599","1.3638","1.3569","","-0.07%"
"10/11/2021","1.3595","1.3613","1.3675","1.3584","","-0.12%"
"10/08/2021","1.3611","1.3618","1.3657","1.3583","","-0.04%"
"10/07/2021","1.3617","1.3578","1.3640","1.3570","","0.27%"
"10/06/2021","1.3580","1.3632","1.3637","1.3543","","-0.36%"
"10/05/2021","1.3629","1.3615","1.3649","1.3584","","0.12%"
"10/04/2021","1.3613","1.3548","1.3641","1.3532","","0.50%"
